,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
273,Petropavlovsk-Kamchatskiy,90,RU,1597780343,100,53.05,158.65,51.8,6.71
274,Visby,0,SE,1597780343,100,57.64,18.3,66.0,3.36
275,Constitución,100,CL,1597780343,72,-35.33,-72.42,53.04,9.48
276,Mitú,31,CO,1597780343,55,1.2,-70.17,87.44,2.1
277,Almeirim,47,BR,1597780343,43,-1.52,-52.58,92.79,3.74
278,Ayr,40,GB,1597780344,88,55.46,-4.63,63.0,6.24
279,Cocoa,75,US,1597780344,79,28.39,-80.74,88.0,9.17
280,Mahon,20,ES,1597780344,78,39.89,4.27,78.8,3.36
281,Portsmouth,0,GB,1597780146,84,50.8,-1.09,66.99,7.78
282,Uyuni,0,BO,1597780209,38,-20.46,-66.83,49.1,46.8
283,Belmonte,40,BR,1597780344,69,-15.86,-38.88,77.0,6.93
284,Ushtobe,4,KZ,1597780345,48,45.25,77.98,63.27,7.36
285,Port Hardy,90,CA,1597780345,93,50.7,-127.42,60.8,3.36
286,Caraballeda,75,VE,1597780345,78,10.61,-66.85,82.4,4.7
287,Lydenburg,0,ZA,1597780345,40,-25.1,30.46,61.0,3.4
288,Vostok,85,RU,1597780345,100,46.49,135.88,59.32,2.1
289,West Wendover,1,US,1597780345,17,40.74,-114.07,93.2,10.29
290,Vestmannaeyjar,52,IS,1597780346,85,63.44,-20.27,53.56,22.19
291,Zhuhai,75,CN,1597780346,94,22.28,113.57,78.8,34.45
292,Dingle,100,PH,1597780346,91,11.0,122.67,75.07,3.33
293,Mahébourg,20,MU,1597780346,73,-20.41,57.7,71.6,13.87
294,Ucar,75,AZ,1597780346,56,40.52,47.65,73.4,4.7
295,Tūkrah,0,LY,1597780346,84,32.53,20.58,77.4,3.09
296,Świnoujście,100,PL,1597780347,95,53.91,14.25,69.01,9.01
297,Matipó,13,BR,1597780347,64,-20.28,-42.34,73.98,7.36
298,Maryville,20,US,1597780274,42,35.76,-83.97,89.01,4.7
299,Ukiah,1,US,1597780192,41,39.15,-123.21,97.0,3.36
300,Alice,20,US,1597780347,39,27.75,-98.07,96.8,8.05
301,Seymchan,100,RU,1597780347,90,62.88,152.43,46.2,1.95
302,Ilulissat,75,GL,1597780348,40,69.22,-51.1,53.6,3.36
303,Havøysund,75,NO,1597780348,93,71.0,24.66,48.2,5.82
304,Fairbanks,1,US,1597780172,45,64.84,-147.72,68.0,3.36
305,Burnie,100,AU,1597780331,91,-41.07,145.92,44.01,1.99
306,Pontevedra,40,ES,1597780348,88,42.43,-8.64,71.01,12.75
307,Manta,40,EC,1597780348,62,-0.95,-80.73,86.0,10.29
308,Hvide Sande,100,DK,1597780349,76,56.0,8.13,64.99,6.24
309,Asău,4,RO,1597780349,85,46.43,26.4,61.0,3.4
310,Bria,99,CF,1597780349,89,6.54,21.99,72.59,2.82
311,Red Bluff,1,US,1597780321,24,40.18,-122.24,100.4,4.7
312,Jizan,40,SA,1597780349,50,17.33,42.67,95.0,9.17
313,Lebanon,75,US,1597780146,45,36.21,-86.29,87.8,9.17
314,Taywarah,0,AF,1597780349,45,33.35,64.42,51.66,6.17
315,Jalu,0,LY,1597780262,33,29.03,21.55,86.32,12.06
316,Carauari,15,BR,1597780350,44,-4.88,-66.9,93.45,3.38
317,Yulara,0,AU,1597780350,48,-25.24,130.99,44.6,8.05
318,Antofagasta,20,CL,1597780232,58,-23.65,-70.4,59.0,14.99
319,Bariloche,75,AR,1597780350,35,-41.15,-71.31,39.2,12.75
320,Aljezur,0,PT,1597780350,57,37.32,-8.8,79.0,10.51
321,Dikson,0,RU,1597780350,71,73.51,80.55,52.79,6.02
322,Raudeberg,0,NO,1597780350,83,61.99,5.14,64.99,3.8
323,Peterhead,90,GB,1597780351,87,57.51,-1.8,61.0,5.82
324,Pascagoula,75,US,1597780055,59,30.37,-88.56,93.0,6.93
325,Walvis Bay,0,NA,1597780351,58,-22.96,14.51,55.99,9.17
326,Campo Maior,45,BR,1597780351,18,-4.83,-42.17,98.1,4.94
327,Provideniya,100,RU,1597780238,69,64.38,-173.3,52.07,6.71
328,Jimma,100,ET,1597780351,91,7.67,36.83,61.18,2.37
329,Kudahuvadhoo,47,MV,1597780351,67,2.67,72.89,82.81,4.61
330,Megion,40,RU,1597780351,87,61.03,76.11,59.0,4.47
331,Jiuquan,0,CN,1597780352,29,39.74,98.52,62.98,1.39
332,Vokhma,0,RU,1597780352,84,58.93,46.76,44.26,6.91
333,Abong Mbang,87,CM,1597780352,95,3.98,13.18,70.25,2.68
334,Ghanzi,0,BW,1597780352,50,-21.57,21.78,46.42,10.36
335,Sulangan,100,PH,1597780345,74,11.14,123.72,82.76,11.52
336,Erenhot,0,CN,1597780352,78,43.65,111.98,62.53,12.48
337,Atherton,10,GB,1597780353,72,53.52,-2.49,68.0,1.83
338,Odda,27,NO,1597780353,82,60.07,6.55,66.0,1.99
339,Kaduqli,100,SD,1597780353,89,11.02,29.72,74.35,6.26
340,Otradnoye,0,RU,1597780068,67,59.78,30.82,59.0,4.47
341,Merauke,1,ID,1597780239,79,-8.47,140.33,72.1,11.88
342,Paamiut,0,GL,1597780353,71,61.99,-49.67,47.79,4.74
343,Erzin,0,TR,1597780354,80,36.96,36.2,82.0,1.12
344,Kattivākkam,75,IN,1597780354,83,13.22,80.32,84.2,3.36
345,Gambēla,100,ET,1597780354,94,8.25,34.58,70.16,2.86
346,Ipilan,100,PH,1597780354,80,8.84,117.9,78.94,2.66
347,Okhotsk,100,RU,1597780355,86,59.38,143.3,52.3,10.25
348,Klaksvík,100,FO,1597780202,81,62.23,-6.59,51.8,1.12
349,Wiarton,75,CA,1597780355,68,44.74,-81.13,68.0,4.7
350,Margate,0,GB,1597780264,80,51.38,1.39,66.99,1.01
351,Kuching,40,MY,1597780355,100,1.55,110.33,73.4,1.12
352,Maltahöhe,0,NA,1597780355,59,-24.83,16.98,41.81,11.1
353,Saint-Leu,21,RE,1597780355,77,-21.15,55.28,69.8,4.7
354,Khorixas,0,NA,1597780356,46,-20.37,14.97,49.64,6.31
355,Xichang,100,CN,1597780356,83,27.9,102.26,60.22,3.09
356,Severodvinsk,0,RU,1597780356,87,64.56,39.83,44.6,4.47
357,Qarchī Gak,0,AF,1597780356,27,37.04,66.79,82.4,9.17
358,Santa Barbara,1,US,1597780356,57,34.42,-119.7,98.01,10.29
359,Berlevåg,75,NO,1597780357,76,70.86,29.09,51.8,13.87
360,Belaya Gora,100,RU,1597780357,59,68.53,146.42,48.18,2.06
361,Goderich,0,CA,1597780357,79,43.75,-81.72,71.01,5.99
362,Avesta,61,SE,1597780357,68,60.15,16.17,68.0,1.01
363,Sandwick,100,GB,1597780357,100,60.0,-1.25,59.0,4.7
364,Kiunga,63,PG,1597780357,96,-6.12,141.29,69.42,2.51
365,Bonavista,100,CA,1597780357,77,48.65,-53.11,60.01,11.01
366,Kushmurun,24,KZ,1597780358,83,52.45,64.63,53.98,7.45
367,Cidreira,99,BR,1597780180,94,-30.18,-50.21,63.52,10.92
368,San Felipe,100,VE,1597780358,86,10.34,-68.74,80.28,2.44
369,Gorin,99,RU,1597780358,92,51.2,136.67,52.02,3.15
370,Stokmarknes,75,NO,1597780358,81,68.56,14.91,51.8,8.05
371,Tiarei,20,PF,1597780358,65,-17.53,-149.33,82.4,1.12
372,Ribeira Brava,0,PT,1597780359,83,32.65,-17.07,72.0,2.39
373,Natá,20,PA,1597780359,63,8.33,-80.52,91.4,9.17
374,Yurimaguas,40,PE,1597780359,59,-5.9,-76.08,93.2,5.82
375,Kuito,0,AO,1597780359,26,-12.38,16.93,63.28,2.04
376,Pinawa,72,CA,1597780359,47,50.15,-95.88,82.74,6.17
377,Gazojak,0,TM,1597780243,24,41.19,61.4,71.38,11.68
378,Chul'man,7,RU,1597780360,91,56.85,124.91,35.47,2.73
379,Tymovskoye,100,RU,1597780360,95,50.85,142.66,59.5,4.03
380,Tuensang,100,IN,1597780360,84,26.28,94.83,70.72,2.24
381,Abu Dhabi,13,AE,1597780148,67,24.47,54.37,96.8,3.36
382,Batemans Bay,0,AU,1597780361,84,-35.72,150.18,43.0,3.0
383,Hithadhoo,22,MV,1597780196,75,-0.6,73.08,83.91,9.84
384,Větřní,100,CZ,1597780362,90,48.77,14.29,59.0,4.07
385,Krasnoarmeysk,1,RU,1597780362,52,51.02,45.7,62.01,4.92
386,Avera,75,US,1597780363,100,33.19,-82.53,91.0,10.29
387,Esperance,75,AU,1597780363,100,-33.87,121.9,48.2,14.99
388,Solnechnyy,10,RU,1597780363,92,50.72,136.63,48.61,3.44
389,Vanimo,56,PG,1597780364,84,-2.67,141.3,76.62,5.46
390,Brewster,20,US,1597780364,42,41.4,-73.62,84.0,10.29
391,Itaituba,38,BR,1597780364,25,-4.28,-55.98,100.33,3.87
392,Berdigestyakh,99,RU,1597780364,65,62.1,126.7,46.47,4.99
393,Lynchburg,20,US,1597780190,48,37.41,-79.14,87.01,5.82
394,Dalaba,99,GN,1597780365,100,10.7,-12.25,65.7,2.19
395,Zhaotong,100,CN,1597780365,92,27.32,103.72,55.42,0.92
396,Forsytheganj,100,BY,1597780365,74,52.63,29.73,68.14,7.11
397,Monkey Bay,0,MW,1597780365,67,-14.07,34.92,74.52,1.79
398,Bielsk Podlaski,94,PL,1597780365,79,52.77,23.19,68.0,1.59
399,Lagunas,29,PE,1597780365,44,-5.23,-75.68,93.94,4.38
400,Golden,75,US,1597780091,13,39.76,-105.22,97.0,8.05
401,Rome,40,US,1597780235,60,43.21,-75.46,75.0,13.87
402,Mocuba,0,MZ,1597780366,76,-16.84,36.99,69.64,4.29
403,Nóvita,90,CO,1597780366,85,4.96,-76.61,80.49,4.99
404,Mackay,43,AU,1597780366,88,-21.15,149.2,62.6,6.93
405,Pudozh,6,RU,1597780366,81,61.81,36.53,47.32,2.19
406,Palamós,100,ES,1597780366,50,41.85,3.13,75.0,5.64
407,Copiapó,20,CL,1597780367,51,-27.37,-70.33,59.0,10.29
408,Gbarnga,27,LR,1597780367,97,7.0,-9.47,71.83,4.81
409,Sémbé,100,CG,1597780367,93,1.65,14.58,72.99,2.44
410,Besuki,12,ID,1597780367,66,-7.73,113.7,76.95,3.69
411,Pangnirtung,75,CA,1597780367,81,66.15,-65.71,48.2,11.41
412,Cap Malheureux,5,MU,1597780367,74,-19.98,57.61,71.01,5.01
413,Adrar,0,MR,1597780368,10,20.5,-10.07,105.84,10.74
414,Piopio,100,NZ,1597780368,92,-38.47,175.02,55.0,4.0
415,Hulan,100,CN,1597780368,93,45.98,126.6,71.01,4.18
416,Yangcun,90,CN,1597780368,94,39.36,117.06,71.6,4.47
417,Kavaratti,90,IN,1597780368,80,10.57,72.64,81.75,10.56
418,Deputatsky,100,RU,1597780368,94,69.3,139.9,39.92,1.83
419,Zhigansk,59,RU,1597780368,95,66.77,123.37,47.21,12.77
420,Tessalit,0,ML,1597780369,9,20.2,1.01,99.48,8.81
421,Torrelavega,93,ES,1597780369,73,43.35,-4.05,77.0,1.99
422,Warmbad,0,NA,1597780369,53,-28.45,18.73,45.9,9.89
423,Ishigaki,89,JP,1597780369,77,24.34,124.16,84.0,6.44
424,Alekseyevsk,0,RU,1597780369,61,57.84,108.35,47.66,2.1
425,Mount Isa,0,AU,1597780369,46,-20.73,139.5,53.6,10.16
426,Mazagão,40,BR,1597780369,50,-0.12,-51.29,95.0,8.05
427,Walla Walla,1,US,1597780172,26,46.06,-118.34,97.0,6.93
428,Manono,0,CD,1597780370,25,-7.3,27.42,76.19,3.44
429,Taoudenni,14,ML,1597780370,14,22.68,-3.98,108.79,15.9
430,Srednekolymsk,100,RU,1597780370,62,67.45,153.68,46.94,2.01
431,Bridlington,98,GB,1597780370,82,54.08,-0.19,66.2,3.36
432,Kudymkar,100,RU,1597780370,93,59.02,54.66,44.42,7.49
433,Nhulunbuy,96,AU,1597780371,77,-12.23,136.77,62.6,4.47
434,Roald,16,NO,1597780371,88,62.58,6.13,66.0,4.7
435,Gueugnon,0,FR,1597780371,56,46.6,4.06,73.4,1.72
436,Alakurtti,71,RU,1597780371,92,66.97,30.35,43.0,2.42
437,Price,1,US,1597780371,7,39.6,-110.81,93.2,6.93
438,Działdowo,40,PL,1597780371,100,53.24,20.17,59.0,3.36
439,Am Timan,100,TD,1597780371,90,11.03,20.28,74.55,1.72
440,Payo,69,ID,1597780372,87,-3.75,103.64,73.08,2.26
441,Prieska,0,ZA,1597780372,57,-29.66,22.75,41.41,8.66
442,Nyuksenitsa,49,RU,1597780372,88,60.41,44.24,44.49,5.99
443,Bako,98,ET,1597780372,88,5.78,36.57,63.93,2.04
444,Sept-Îles,90,CA,1597780373,77,50.2,-66.38,64.4,11.41
445,Borogontsy,56,RU,1597780373,61,62.67,131.17,44.42,4.85
446,Jacareacanga,36,BR,1597780373,37,-6.22,-57.75,98.6,5.82
447,Ossora,100,RU,1597780373,63,59.24,163.07,56.26,7.27
448,Tura,81,IN,1597780374,94,25.52,90.22,75.33,5.57
449,Reconquista,0,AR,1597780374,28,-29.15,-59.65,73.85,5.44
450,San Julián,96,MX,1597780374,66,21.02,-102.17,70.12,3.71
451,San Ignacio,75,BZ,1597780374,55,17.16,-89.07,91.4,6.93
452,Wagar,94,SD,1597780374,55,16.15,36.2,86.11,19.69
453,Derzhavīnsk,98,KZ,1597780374,77,51.1,66.32,58.62,9.64
454,Fort Nelson,90,CA,1597780375,93,58.81,-122.7,59.0,5.82
455,Palmer,40,US,1597780375,34,42.16,-72.33,84.99,10.29
456,Chapais,90,CA,1597780375,72,49.78,-74.85,60.8,10.29
457,Wanaka,100,NZ,1597780200,85,-44.7,169.15,42.01,1.01
458,kimparana,89,ML,1597780375,56,12.83,-4.92,87.3,6.58
459,Shelburne,20,CA,1597780375,60,44.08,-80.2,72.0,8.05
460,Chenôve,19,FR,1597780375,77,47.29,5.0,69.8,2.24
461,Catuday,99,PH,1597780376,83,16.29,119.81,79.75,4.25
462,Don Luan,100,VN,1597780376,98,11.53,106.92,74.16,5.19
463,Taltal,5,CL,1597780376,61,-25.4,-70.48,58.1,8.81
464,San Policarpo,98,PH,1597780376,84,12.18,125.51,78.35,8.59
465,Venice,20,US,1597780180,62,27.1,-82.45,91.0,10.29
466,Abonnema,40,NG,1597780376,88,4.71,6.79,78.8,4.7
467,Villanueva de la Serena,19,ES,1597780376,41,38.98,-5.8,84.0,3.0
468,Port Montt,75,CL,1597780369,75,-41.47,-72.94,44.6,6.93
469,Madaoua,21,NE,1597780377,57,14.07,5.96,87.03,10.76
470,Iralaya,40,HN,1597780377,70,15.0,-83.23,89.6,5.82
471,Naica,100,MX,1597780377,31,27.85,-105.48,83.71,11.97
472,Río Gallegos,20,AR,1597780377,47,-51.62,-69.22,37.4,21.92
473,Totness,9,SR,1597780377,80,5.88,-56.32,83.01,12.5
474,Faya,40,SA,1597780378,64,18.39,42.45,77.0,5.82
475,Camacha,0,PT,1597780378,73,33.08,-16.33,75.2,9.17
476,Mgandu,98,TZ,1597780378,44,-5.95,34.13,64.78,8.32
477,Koumac,32,NC,1597780378,71,-20.57,164.28,64.71,6.58
478,Hunterville,100,NZ,1597780378,88,-39.93,175.57,51.01,7.49
479,Hambantota,61,LK,1597780378,83,6.12,81.12,79.23,15.93
480,Lompoc,1,US,1597780153,54,34.64,-120.46,87.01,12.75
481,Farkhor,75,TJ,1597780379,28,37.49,69.4,80.6,6.71
482,Obo,100,CF,1597780379,93,5.4,26.49,70.97,2.71
483,Feijó,70,BR,1597780379,39,-8.16,-70.35,94.66,4.12
484,Aksha,0,RU,1597780379,83,50.28,113.29,43.12,2.24
485,Baraki Barak,11,AF,1597780379,27,33.97,68.95,73.94,2.71
486,Kastamonu Province,0,TR,1597780351,82,41.5,33.67,55.94,1.63
487,Mangawān,92,IN,1597780380,83,24.68,81.55,82.53,4.9
488,Pacific Grove,1,US,1597780380,56,36.62,-121.92,93.99,5.82
489,Gorontalo,62,ID,1597780380,86,0.54,123.06,71.96,3.89
490,Alice Springs,0,AU,1597780245,22,-23.7,133.88,55.4,10.29
491,San Cristobal,40,VE,1597780215,62,7.77,-72.22,86.0,3.36
492,Pryazha,46,RU,1597780380,93,61.69,33.62,51.8,2.24
493,Eureka,98,US,1597780380,30,40.8,-124.16,69.01,1.99
494,La Ronge,20,CA,1597780381,65,55.1,-105.28,77.0,13.87
495,Haikou,64,CN,1597780381,94,20.05,110.34,78.8,2.24
496,Yelizovo,90,RU,1597780381,100,53.19,158.38,51.8,6.71
497,Acarí,91,PE,1597780381,52,-15.43,-74.62,67.44,10.58
498,Verkhnetulomskiy,40,RU,1597780381,81,68.61,31.8,50.0,4.47
499,Darhan,6,MN,1597780381,65,49.49,105.92,51.94,3.96
500,Vysokogornyy,63,RU,1597780382,95,50.12,139.15,52.29,4.65
501,Abhā,40,SA,1597780200,64,18.22,42.51,77.0,5.82
502,Enshi,97,CN,1597780382,82,30.3,109.48,72.21,1.7
503,Takapau,100,NZ,1597780382,86,-40.03,176.35,48.0,7.0
504,Richards Bay,60,ZA,1597780383,49,-28.78,32.04,60.12,4.23
505,Bloemhof,0,ZA,1597780383,76,-27.65,25.61,32.07,7.09
506,Yukuhashi,0,JP,1597780384,78,33.73,130.98,80.6,2.24
507,Marawi,100,PH,1597780384,94,8.0,124.29,73.0,5.99
508,Oyama,75,JP,1597780384,94,36.3,139.8,84.99,3.36
509,High Level,75,CA,1597780384,73,58.52,-117.14,71.6,2.24
510,Bonfim,100,BR,1597780384,59,3.08,-59.95,88.83,4.74
511,Midland,40,US,1597780147,27,32.0,-102.08,93.2,5.82
512,Coari,90,BR,1597780385,34,-4.08,-63.14,95.97,0.81
513,‘Āhuimanu,40,US,1597780385,61,21.44,-157.84,84.0,13.87
514,Mangalia,40,RO,1597780090,68,43.8,28.58,71.6,11.41
515,São José da Coroa Grande,38,BR,1597780385,82,-8.9,-35.15,75.38,12.75
516,Dalby,23,AU,1597780385,67,-27.18,151.27,54.0,10.96
517,Khao Yoi,95,TH,1597780385,75,13.24,99.82,75.99,3.65
518,Non Sang,75,TH,1597780386,100,16.87,102.57,75.2,3.36
519,Southampton,0,GB,1597780363,85,50.9,-1.4,66.0,7.36
520,Port Moresby,75,PG,1597780187,94,-9.44,147.18,71.6,3.36
521,Vanavara,30,RU,1597780386,62,60.34,102.28,49.57,5.53
522,Paraíso,75,CR,1597780386,54,9.84,-83.87,80.6,12.75
523,Namwala,0,ZM,1597780387,26,-15.75,26.44,67.95,5.12
524,Tegul'det,100,RU,1597780387,90,57.31,88.17,62.65,8.66
525,Coyhaique,40,CL,1597780387,36,-45.58,-72.07,44.6,6.93
526,Japura,50,ID,1597780387,93,-0.32,102.35,74.55,1.72
527,Portree,99,GB,1597780387,90,57.41,-6.19,62.01,1.99
528,Nosy Varika,20,MG,1597780387,89,-20.58,48.53,65.86,4.79
529,Khāsh,12,IR,1597780388,25,28.22,61.22,71.49,3.4
530,Podgorodnyaya Pokrovka,0,RU,1597780388,93,51.83,54.99,42.8,6.71
531,Chui,0,UY,1597780388,72,-33.7,-53.46,60.75,3.31
532,Amboasary,0,MG,1597780388,83,-25.03,46.38,69.8,24.16
533,Yerraguntla,98,IN,1597780388,71,14.64,78.54,80.33,16.2
534,Soto,0,AR,1597780389,20,-32.81,-61.4,73.4,13.87
535,Riohacha,97,CO,1597780389,71,11.54,-72.91,85.14,13.56
536,Yanam,100,IN,1597780389,92,16.73,82.22,77.7,5.79
537,Broome,40,US,1597780389,43,42.25,-75.83,78.01,11.41
538,Townsville,0,AU,1597780389,93,-19.25,146.8,62.6,4.16
539,Atkinson,20,US,1597780389,39,42.84,-71.15,84.99,12.75
540,Gorom-Gorom,71,BF,1597780390,47,14.44,-0.24,89.96,8.55
541,Nome,1,US,1597780390,59,64.5,-165.41,66.99,2.26
542,Blagoyevo,87,RU,1597780390,87,63.37,47.92,46.53,10.33
543,Kawalu,91,ID,1597780390,92,-7.38,108.21,69.93,2.17
544,Khani,1,GE,1597780390,94,41.96,42.96,68.0,3.36
545,Hokitika,100,NZ,1597780335,80,-42.72,170.97,51.8,13.13
546,Garden City,20,US,1597780390,38,42.33,-83.33,80.01,8.05
547,Sibolga,100,ID,1597780390,79,1.74,98.78,77.41,2.75
548,Churapcha,0,RU,1597780391,64,62.0,132.43,42.82,4.5
549,Ngorongoro,46,TZ,1597780391,64,-3.24,35.49,52.75,6.33
550,Okitipupa,0,NG,1597780391,92,6.5,4.78,73.51,4.05
551,Bubaque,100,GW,1597780391,85,11.28,-15.83,81.36,17.9
